Spotify Rank,song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
12604,Brass,Dirty Rush & Gregor Es,0.2817,0.9699,0.8154,0.1488,0.0224,0.1434,0.0655,0.2530,0.6803
12606,En La Cara - Sua Cara Remix,Major Lazer,0.4732,0.8306,0.7553,0.0516,0.0064,0.1364,0.1621,0.4126,0.5024
12609,My Way - iLL BLU Remix,One Bit,0.5795,0.7355,0.8110,0.0283,0.0018,0.7844,0.0673,0.6087,0.5578
12610,Belem,Dirty Rush & Gregor Es,0.4336,0.9669,0.9060,0.1233,0.0079,0.0002,0.0626,0.5132,0.6853
12611,Magenta Riddim,DJ Snake,0.5339,0.6062,0.7922,0.0324,0.0135,0.0003,0.4175,0.2713,0.4354
12612,How Do You Feel Right Now,Axwell /\ Ingrosso,0.3273,0.4288,0.7318,0.0312,0.0046,0.0199,0.0818,0.3140,0.7098
12613,Motorola,Gorgon City,0.5025,0.7615,0.8207,0.0358,0.0003,0.0000,0.2985,0.3608,0.3919
12614,MOVE,jesse saint john,0.7001,0.8387,0.8508,0.0713,0.0283,0.0000,0.0830,0.8018,0.6109
12615,Monsters,Saara Aalto,0.6565,0.6523,0.7586,0.0862,0.1235,0.0004,0.1088,0.4715,0.6522
12617,Dreamer - Alpha 9 Remix,Axwell /\ Ingrosso,0.5309,0.8717,0.8438,0.0437,0.0125,0.1414,0.1160,0.5122,0.5158
12618,Something About The Way (Hot Or Not),After 6,0.6525,0.9008,0.8087,0.1041,0.0045,0.0000,0.1519,0.6169,0.5448
12619,House Party - Arkadi Future Filth Remix,The Knocks,0.5248,0.7294,0.8311,0.1169,0.0901,0.4644,0.1088,0.6911,0.4125
12620,Salvage (Up All Night) [feat.Poo Bear],Galantis,0.5350,0.8798,0.8137,0.0391,0.0613,0.0010,0.1037,0.5051,0.3696
12621,My Way,One Bit,0.3495,0.8527,0.8555,0.0530,0.0002,0.0165,0.1498,0.4024,0.5657
12622,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)",Felix Jaehn,0.5998,0.8798,0.8526,0.0511,0.0009,0.0029,0.9139,0.6819,0.3919
12623,All Day All Night (feat. Tate McRae),Myles Erlick,0.6292,0.7906,0.8501,0.0939,0.1155,0.0000,0.3180,0.9624,0.7102
12624,Lights Go Down,Zeds Dead,0.5441,0.9749,0.8479,0.1009,0.0000,0.0044,0.2698,0.4238,0.4993
12625,Flute Loop (feat. Ouici),Keys N Krates,0.4772,0.4639,0.7399,0.0367,0.6034,0.0000,0.0986,0.2744,0.4328
12626,You Can't Change Me,Don Diablo,0.3252,0.9118,0.8296,0.0643,0.0089,0.0000,0.2852,0.6545,0.8511
12627,Up All Night,Beck,0.3901,0.8397,0.8233,0.0651,0.0562,0.0000,0.5857,0.4146,0.6764
12628,How Long - EDX's Dubai Skyline Remix,Charlie Puth,0.2766,0.8106,0.8530,0.0617,0.0007,0.0047,0.3478,0.7205,0.7304
12629,House Party - Doorly Afterparty Re-Rub,The Knocks,0.4053,0.4118,0.7720,0.0457,0.4177,0.0585,0.1016,0.2205,0.6179
12630,Do Your Thing - Robbie Rivera Acid Remix,Basement Jaxx,0.3100,0.9379,0.7621,0.1243,0.0002,0.0119,0.0774,0.2215,0.6493
12631,Keep Your Head Up,Lucas & Steve,0.5542,0.7034,0.7931,0.0414,0.1245,0.0032,0.0594,0.4350,0.4917
12632,Energia,Sofi Tukker,0.6545,0.5801,0.7103,0.0549,0.0427,0.5326,0.0746,0.4187,0.5034
12633,Hola (feat. Maluma),Flo Rida,0.5147,0.9238,0.8800,0.0417,0.0004,0.0017,0.0860,0.7002,0.3529
12634,Lonely Together - (feat. Rita Ora) Jaded Remix,Avicii,0.5420,0.6242,0.7535,0.0651,0.3755,0.0002,0.1006,0.6179,0.5153
12635,Gold,Valentino Khan,0.6890,0.8888,0.8292,0.0584,0.0529,0.0000,0.0478,0.4919,0.3717
12636,Malo,Mariah,0.5096,0.5030,0.7749,0.0292,0.1024,0.0000,0.2780,0.8811,0.7034
12638,RIDE,CØDE,0.3860,0.5932,0.7779,0.0406,0.3976,0.0025,0.1047,0.4848,0.3295
12641,Cold Fire - Two Another Remix,PREP,0.4762,0.9178,0.8224,0.0576,0.0661,0.0001,0.0481,0.5234,0.4998
12642,show me,San Holo,0.8075,0.5330,0.7194,0.0438,0.0173,0.0002,0.0945,0.3343,0.5408
12643,Feels Right,Alina Baraz,0.6819,0.4489,0.7197,0.3167,0.1697,0.0012,0.0638,0.2195,0.6682
12644,Yoko Ono,Moby Rich,0.6231,0.4438,0.7929,0.0300,0.8966,0.0000,0.1191,0.1270,0.4956
12645,Good Day,Jagwar Twin,0.5410,0.5831,0.7458,0.0306,0.0263,0.0000,0.4206,0.1474,0.4374
12646,A Song With No Name,Norah Jones,0.7214,0.7314,0.8478,0.0356,0.0011,0.0000,0.2134,0.8902,0.4870
12648,Sway,Keepitinside,0.7173,0.8407,0.8412,0.1923,0.1386,0.0000,0.2216,0.9096,0.6261
12649,The Myth,Cookin Soul,0.7528,0.5691,0.7203,0.1392,0.0175,0.0007,0.2596,0.3902,0.6021
12650,Way Too Far.,Phony Ppl,0.8774,0.4198,0.6627,0.4644,0.4388,0.0000,0.0640,0.1941,0.3508
12651,Show Me,Big Wild,0.6028,0.7575,0.8290,0.0552,0.0189,0.0000,0.1868,0.0788,0.7139
12653,Feel It Still - Medasin Remix,Portugal. The Man,0.6393,0.6703,0.7171,0.0661,0.0224,0.1384,0.3560,0.0621,0.5983
12655,Woman - Single Version,Cat Power,0.9129,0.2825,0.7090,0.0817,0.4548,0.0001,0.0768,0.3384,0.4909
12656,Losing My Mind,Beacon,0.6616,0.7805,0.7810,0.0705,0.1145,0.0000,0.1088,0.2642,0.7425
12657,The Whole Summer,Lo-Fang,0.6575,0.5380,0.7180,0.0976,0.0485,0.4022,0.0840,0.3608,0.6606
12660,Vibrate,6host,0.5532,0.8226,0.8496,0.1605,0.0146,0.0000,0.7498,0.6250,0.6193
12661,Raincheck,Lotushalves,0.6778,0.4198,0.6524,0.3964,0.5793,0.0000,0.0912,0.5823,0.6598
12662,TUI,FKJ,0.6261,0.6583,0.7904,0.0429,0.3685,0.0000,0.0924,0.2175,0.6192
12663,Fantasy,Black Atlass,0.7325,0.4589,0.7065,0.2540,0.0010,0.0000,0.1016,0.3181,0.5776
12664,"Go 2.0 (feat. Jorja Smith, H.E.R. and Rapsody)",Alex Da Kid,0.3171,0.4258,0.7365,0.0462,0.8564,0.0004,0.1744,0.1087,0.3927
12666,Navajo,Masego,0.6150,0.6853,0.7268,0.0369,0.1938,0.0000,0.1119,0.6453,0.5984
12667,Warm Water - Snakehips Remix,Banks,0.7427,0.6603,0.7905,0.0463,0.0220,0.0000,0.1437,0.2632,0.5696
12668,Voyager,Dugong Jr,0.2513,0.2925,0.6733,0.0351,0.9247,0.0292,0.0867,0.0407,0.7007
12670,Win Is Enough,"The Last Artful, Dodgr",0.6484,0.5581,0.7853,0.0288,0.0001,0.8676,0.0945,0.2104,0.4746
12672,Lansing,Vinyl Williams,0.3840,0.4679,0.7377,0.0896,0.2841,0.0000,0.1006,0.0336,0.4036
12673,throwing tantrums while the car's parked,underscores,0.6099,0.7625,0.8083,0.0369,0.0500,0.0082,0.1129,0.1138,0.3797
12674,All About,Ruuth,0.5978,0.5641,0.7434,0.1435,0.2430,0.0000,0.1191,0.2785,0.6683
12675,Starchild,Elujay,0.8055,0.5230,0.7718,0.1084,0.0244,0.0065,0.1016,0.6270,0.5369
12677,Skin,Shallou,0.7194,0.6322,0.7860,0.0874,0.1295,0.0000,0.2062,0.2215,0.5779
12678,Rich (With Wiz Khalifa),Gladius James,0.3354,0.6703,0.7775,0.1222,0.4388,0.0005,0.0857,0.4705,0.7218
12679,Fly - FKJ Remix,June Marieezy,0.2685,0.8276,0.8452,0.1105,0.0436,0.0000,0.1088,0.1331,0.3385
12681,hard rain,Lykke Li,0.7558,0.8256,0.8451,0.1796,0.0143,0.0107,0.1129,0.5935,0.6310
12682,Dinosaur,More Giraffes,0.7345,0.5340,0.8061,0.1005,0.0755,0.0000,0.0831,0.5671,0.3796
12683,KND,Hyphen Hyphen,0.7964,0.8537,0.8941,0.0867,0.0691,0.0000,0.0667,0.4573,0.5160
12684,All the Other Girls,June Marieezy,0.8501,0.7054,0.8320,0.0473,0.0185,0.0000,0.0934,0.5843,0.4950
12685,Waves,glibs,0.6667,0.8367,0.8794,0.0583,0.0026,0.0000,0.5088,0.3933,0.5157
12686,Find You - KAYTRANADA Remix,Robert Glasper Experiment,0.6079,0.6833,0.8053,0.0524,0.0988,0.0000,0.1016,0.5020,0.4211
12687,Stuck With Me,Tinashe,0.6798,0.8978,0.7863,0.0328,0.0138,0.0000,0.0739,0.7978,0.4498
12688,Inner Child,SATICA,0.5390,0.9780,0.8923,0.0375,0.0209,0.0000,0.1437,0.9817,0.4809
12689,Wish You Would,Marian Hill,0.6221,0.4749,0.7466,0.0385,0.3966,0.0000,0.2606,0.4289,0.4125
12690,Softens,Wet,0.7102,0.4579,0.7687,0.0888,0.0041,0.0002,0.0350,0.4898,0.4249
12691,Astronaut - Something About Your Love,Mansionair,0.6089,0.6703,0.8148,0.0357,0.0703,0.0000,0.4554,0.2114,0.6027
12692,Lost in Paris,Tom Misch,0.6079,0.9609,0.9159,0.1010,0.0428,0.0000,0.0793,0.5112,0.4534
12693,Sao Paulo,Elaquent,0.6201,0.8447,0.8444,0.0803,0.1426,0.0000,0.2832,0.6636,0.5566
12694,Petals,Bibio,0.9595,0.3597,0.7602,0.1017,0.2590,0.0000,0.0986,0.6280,0.4253
12695,Arrows,Haux,0.6332,0.4398,0.6616,0.0569,0.2129,0.0000,0.2093,0.7449,0.7424
12697,On the Low,Tove Styrke,0.7730,0.5651,0.7601,0.0651,0.2068,0.0000,0.0707,0.9289,0.3551
12698,people talking,mommy,0.6798,0.6713,0.7731,0.0496,0.0666,0.0000,0.2073,0.9024,0.7176
12699,Van Gogh,Irie Lee,0.5937,0.8166,0.8111,0.2550,0.2751,0.0004,0.1375,0.8984,0.7502
12700,Classix,Persona La Ave,0.5481,0.3687,0.6494,0.0319,0.5201,0.0000,0.1703,0.6748,0.6911
12701,For the Last Time (feat. Snaggle Owky),RINI,0.4732,0.7815,0.7211,0.0501,0.0583,0.0000,0.5252,0.6270,0.7091
12702,OUTSIDER (feat. Rejjie Snow),Santii,0.7579,0.8457,0.8433,0.0346,0.5110,0.0000,0.0762,0.9258,0.4212
12703,Wait,NoMBe,0.7031,0.6372,0.7678,0.0291,0.3373,0.0001,0.3190,0.7947,0.4244
12704,Luxuries,Folded Like Fabric,0.6272,0.5741,0.7227,0.0388,0.6305,0.0000,0.0581,0.7591,0.7258
12705,Laura Corporeal,Geotic,0.6190,0.7094,0.8328,0.0595,0.5653,0.0000,0.0659,0.6545,0.6602
12706,Feel Something - Famba Remix,A-SHO,0.6292,0.6302,0.7818,0.0396,0.1014,0.0000,0.5713,0.9207,0.7214
12707,Doubts,Starchild & The New Romantic,0.5339,0.6964,0.8768,0.0455,0.3936,0.0000,0.0818,0.8303,0.6593
12708,Hello from the Edge of the Earth,Mary Lattimore,0.7497,0.6503,0.6631,0.0757,0.1807,0.0000,0.1232,0.9634,0.7100
12709,Vibin' Out with (((O))),FKJ,0.7285,0.4549,0.6333,0.0539,0.1305,0.0000,0.0914,0.8638,0.6588
12711,My Song,H.E.R.,0.7882,0.4579,0.7330,0.0345,0.1094,0.0001,0.0659,0.8943,0.3395
12712,NUMB,Hayden James,0.5623,0.8086,0.8603,0.0646,0.2149,0.0000,0.1703,0.8537,0.7477
12715,Lost Song - Acoustic,NONONO,0.6596,0.7184,0.7754,0.0329,0.6305,0.0010,0.3847,0.7175,0.4024
12716,Best Part,H.E.R.,0.5491,0.6362,0.8052,0.0310,0.2299,0.0000,0.0605,0.6860,0.6419
12717,My Life,Black Atlass,0.7163,0.4739,0.7123,0.0403,0.2028,0.0000,0.2944,0.9573,0.3333
12718,Wild Love,James Bay,0.5562,0.6563,0.8470,0.0313,0.3765,0.0000,0.2206,0.7825,0.4325
12719,Apparition,Blue Americans,0.7254,0.5751,0.7445,0.0302,0.4749,0.0000,0.1991,0.9177,0.4165
12720,Maybes - RAC Mix,Giraffage,0.6444,0.7044,0.7159,0.0902,0.2289,0.0000,0.0586,0.9797,0.7766
12722,Lights On,H.E.R.,0.5299,0.8126,0.8342,0.0336,0.3223,0.0000,0.0455,0.6443,0.4278
12724,Meridian,ODESZA,0.6667,0.5250,0.7038,0.0672,0.5181,0.0000,0.0848,0.8496,0.7187
12726,High Highs to Low Lows,Lolo Zouaï,0.5826,0.6934,0.8126,0.0384,0.4116,0.0000,0.4278,0.7622,0.7059
12727,&burn (with Vince Staples),Billie Eilish,0.5228,0.6282,0.8733,0.0330,0.3906,0.0000,0.0688,0.6321,0.7267
12728,Lost in Space,Emmit Fenn,0.6261,0.5801,0.8000,0.0249,0.5592,0.0000,0.0975,0.4837,0.4392
12729,"Lost - Recorded at Metropolis Studios, London",Jorja Smith,0.5532,0.8898,0.8755,0.0911,0.2430,0.0003,0.0589,0.9329,0.7740
12730,YOU,Morgan Saint,0.6282,0.6493,0.7868,0.0435,0.1637,0.0011,0.1847,0.9289,0.6805
12731,In Your Room,Cabu,0.7487,0.5621,0.6922,0.0578,0.2169,0.0000,0.0458,0.9085,0.6822
12732,Black Willow - Single Version,Loma,0.7710,0.4489,0.6545,0.1158,0.1456,0.0000,0.0683,0.8974,0.6664
12733,S O R E E,Marz Léon,0.7366,0.3456,0.6010,0.0403,0.2299,0.0000,0.4493,0.8100,0.3363
12734,Dissolve,Kllo,0.5025,0.6523,0.8111,0.0256,0.6295,0.0000,0.3601,0.4258,0.4174
12735,When We Low,Shigeto,0.3465,0.6232,0.6826,0.0346,0.0036,0.0000,0.2175,0.8283,0.8578
12738,Trap Baby (feat. 3 Glizzy & Pressa),Shy Glizzy,0.6555,0.7144,0.7463,0.0394,0.0654,0.0000,0.3355,0.8537,0.6584
12741,Run In Here,YoungBoy Never Broke Again,0.4286,0.3747,0.6390,0.0674,0.8906,0.8395,0.0975,0.1596,0.5356
12746,Red Bentley (feat. Young Thug),Future,0.3951,0.4769,0.7886,0.1807,0.8645,0.0948,0.5026,0.2459,0.3298
12749,Now (feat. 21 Savage),Young Thug,0.3566,0.2374,0.5045,0.1063,0.9739,0.5878,0.0569,0.0382,0.2998
12753,Realer N Realer,Future,0.5887,0.7084,0.7965,0.0580,0.6205,0.0000,0.2606,0.3638,0.6434
12755,Preach,Swizz Beatz,0.6606,0.4028,0.6057,0.0852,0.8745,0.8104,0.0649,0.0904,0.5778
12758,Some Nights,G Herbo,0.5329,0.2354,0.6239,0.1015,0.7641,0.0039,0.1180,0.3039,0.4267
12759,Big Fax,Anik Khan,0.5035,0.6413,0.8517,0.0798,0.4327,0.1053,0.6134,0.1443,0.2697
12760,100 Shots,Young Dolph,0.7234,0.3507,0.7093,0.0751,0.8956,0.3470,0.0624,0.2470,0.5364
12761,Go Get The Money,Zaytoven,0.6717,0.1873,0.3325,0.1509,0.5934,0.1324,0.0955,0.1626,0.5775
12764,Stop That,Lil Reese,0.6687,0.3396,0.6876,0.3900,0.1044,0.6179,0.1098,0.0376,0.3437
12765,Or Not (feat. FBG Young & FBG Dutchie),FBG Duck,0.4924,0.5771,0.7457,0.0557,0.5231,0.9157,0.2165,0.3750,0.3224
12766,Bendicion,N.O.R.E.,0.6879,0.1773,0.4859,0.0950,0.9076,0.1354,0.0586,0.0747,0.4302
12767,Fresh Prince Of Belaire,Dave East,0.6160,0.1793,0.5087,0.0427,0.8896,0.2909,0.1396,0.1148,0.2477
12768,Moonwalk (feat. Moneybagg Yo),Zoey Dollaz,0.7437,0.2945,0.4218,0.0544,0.8986,0.9498,0.3765,0.4136,0.4988
12769,Pure In The Pack,Mozzy,0.3485,0.4078,0.6057,0.0702,0.5402,0.1725,0.7446,0.2429,0.3420
12770,Junior High,Baka Not Nice,0.6646,0.2274,0.5564,0.1435,0.6857,0.4804,0.1242,0.6555,0.6118
12771,Part Ways,Chief Keef,0.5512,0.5431,0.6395,0.0480,0.8775,0.1304,0.1037,0.0451,0.3820
12776,The Bloodiest,Jay Rock,0.7589,0.5881,0.7982,0.0810,0.9558,0.8887,0.1447,0.4411,0.5037
12777,Good Dope,Marlo,0.7639,0.1963,0.6726,0.1116,0.9618,0.9468,0.0879,0.3313,0.5785
12781,Since When,Young Nudy,0.3374,0.2575,0.5584,0.1158,0.9729,0.7583,0.1088,0.0589,0.3099
12782,2Sum,RecoHavoc,0.6879,0.2835,0.6555,0.0424,0.6807,0.9208,0.1068,0.3303,0.5937
12783,Focused,G Herbo,0.6981,0.4158,0.6891,0.0997,0.9829,0.8375,0.1191,0.1616,0.4122
12784,Change Lanes,Kevin Gates,0.8278,0.0935,0.4617,0.1265,0.9096,0.6670,0.0996,0.2602,0.3068
12785,Diamond Teeth Samurai,YoungBoy Never Broke Again,0.6991,0.2444,0.7102,0.1296,0.4076,0.9188,0.1068,0.1108,0.3303
12786,Sleepin (feat. YoungBoy Never Broke Again),Leeky Bandz,0.8389,0.6623,0.7831,0.0533,0.1586,0.0652,0.0449,0.3394,0.4901
12787,1942 Flows,Meek Mill,0.6900,0.8938,0.7505,0.0402,0.0001,0.3842,0.0530,0.9665,0.5384
12790,OG Beeper,A$AP Rocky,0.5542,0.8978,0.7059,0.1435,0.0894,0.0000,0.3590,0.2591,0.4954
12791,Bloodshot,Amir Obe,0.7791,0.6733,0.7188,0.0747,0.1155,0.0001,0.4585,0.8923,0.5417
12792,Don't Even Trip (feat. Moneybagg Yo),Tee Grizzley,0.6565,0.7555,0.7649,0.0319,0.0142,0.0002,0.2196,0.6169,0.5214
12793,Infrared,Pusha T,0.5106,0.8016,0.7849,0.0610,0.0005,0.0411,0.5939,0.6118,0.5377
12794,Green Gucci Suit,Rick Ross,0.5583,0.8787,0.8628,0.0303,0.0404,0.1204,0.1027,0.5224,0.5612
12795,Throwing Shade,Lil Baby,0.4316,0.7214,0.7280,0.0328,0.0000,0.0231,0.0777,0.2520,0.6237
12796,Boot Up,Zaytoven,0.6312,0.8016,0.8142,0.0318,0.1245,0.2508,0.2514,0.8272,0.5170
12798,Christopher Columbus,Dom Kennedy,0.5431,0.8086,0.6285,0.0467,0.0581,0.8967,0.1088,0.6890,0.5052
12800,Slide - Remix,FBG Duck,0.9129,0.9820,0.8278,0.0995,0.3504,0.1454,0.1027,0.6382,0.4729
12801,Exotic,Lil Baby,0.6890,0.8296,0.7797,0.0664,0.0797,0.0000,0.3242,0.8272,0.4951
12802,Set Trippin,Casanova,0.4164,0.6453,0.6950,0.0458,0.0320,0.0121,0.4893,0.4400,0.5136
12804,25 Soldiers,Swizz Beatz,0.6130,0.6192,0.6377,0.0508,0.0008,0.0032,0.0758,0.4980,0.5120
12805,My Dawg,Lil Baby,0.8754,0.7555,0.7915,0.1073,0.3394,0.0484,0.0498,0.3323,0.4078
12806,Bloodas 2 Interlude (feat. Lil Durk),Tee Grizzley,0.5633,0.8296,0.8338,0.0396,0.1054,0.0001,0.2862,0.8059,0.5546
12807,Light Show,DJ Esco,0.5127,0.4960,0.6426,0.4601,0.2470,0.0000,0.9949,0.3486,0.3143
12808,Fetish Remix (feat. Young Thug),LiL Keed,0.4286,0.7485,0.7171,0.0411,0.0301,0.2217,0.1621,0.4350,0.3878
12809,Public Figure,YoungBoy Never Broke Again,0.5998,0.8677,0.8505,0.0521,0.0066,0.0000,0.0727,0.7073,0.4289
12810,Let It Sing,Kevin Gates,0.4924,0.8888,0.7019,0.0520,0.0006,0.3501,0.1057,0.2236,0.6099
12811,Bloggers,Waka Flocka Flame,0.5076,0.6703,0.7703,0.0626,0.0005,0.8716,0.0840,0.5122,0.6034
12812,Head Tap (feat. Tee Grizzley),Don Q,0.5684,0.7825,0.7798,0.0328,0.0000,0.8746,0.3375,0.5285,0.5058
12813,Banging (feat. Mozzy),Jim Jones,0.5674,0.8577,0.7512,0.0344,0.0037,0.1765,0.2196,0.9533,0.4562
12814,Keys To The Street,Tee Grizzley,0.6748,0.7475,0.6631,0.0391,0.0007,0.0607,0.0996,0.8831,0.5407
12815,"Summer On Lock (feat. Pusha T, Jadakiss, Fabolous & Agent Sasco)","Royce Da 5'9""",0.6454,0.8517,0.7593,0.0464,0.2169,0.0366,0.6862,0.8537,0.4576
12816,Gripped UP,Casanova,0.3901,0.7074,0.6673,0.0438,0.0022,0.3781,0.0662,0.7866,0.4752
12817,Real Is Rare (Edgewood) / The Woods,Trouble,0.6454,0.6894,0.6134,0.0414,0.0171,0.0000,0.0645,0.8283,0.6193
12818,Colors,Tee Grizzley,0.4093,0.9469,0.6742,0.0935,0.0002,0.0017,0.4103,0.4441,0.6261
12819,Trials,Baby Soulja,0.5461,0.6493,0.6504,0.0315,0.0077,0.0129,0.0802,0.6535,0.4182
12820,Virtual (Blue Balenciagas),YNW Melly,0.6099,0.6914,0.6564,0.0411,0.0938,0.0012,0.4975,0.3343,0.5536
12821,In Love Wit Da Trap,Bandhunta Izzy,0.5542,0.8427,0.7860,0.0293,0.0508,0.8415,0.0603,0.9644,0.6330
12822,Warzone,DJ Esco,0.4640,0.9118,0.7166,0.0738,0.0225,0.0001,0.1088,0.6240,0.6264
12823,Made It (feat. Jay Critch & Rick Ross),Rich The Kid,0.5279,0.8186,0.6749,0.0566,0.0689,0.0265,0.3242,0.5996,0.4725
12824,Still Dipset (feat. Juelz Santana & Avon Carter),Jim Jones,0.7893,0.5421,0.6579,0.0390,0.2982,0.7703,0.1037,0.9827,0.5509
12825,Money Bag,Cardi B,0.3526,0.7605,0.6226,0.1286,0.0005,0.0001,0.1027,0.3902,0.5450
12826,Roaches,Maxo Kream,0.4640,0.7314,0.6621,0.1541,0.0489,0.0216,0.1078,0.7967,0.3319
12827,Hardaway,Derez De’Shon,0.6201,0.7545,0.7403,0.0405,0.1114,0.5677,0.2288,0.9106,0.3928
12828,Gotta Play the Game (feat. YFN Lucci),Jim Jones,0.7690,0.5290,0.7331,0.0317,0.2550,0.0123,0.0728,0.3028,0.4517
12829,Praktice,Young M.A,0.6494,0.6212,0.6457,0.0352,0.0175,0.1454,0.1314,0.7835,0.4380
12831,Shooter (feat. Money Man),Trae Tha Truth,0.5897,0.8757,0.6980,0.0482,0.2821,0.2698,0.0855,0.9583,0.4645
12832,Rain Storm (feat. YoungBoy Never Broke Again),Ralo,0.3506,0.5721,0.6237,0.1254,0.4890,0.0000,0.0478,0.4461,0.6581
12833,2 The Hard Way,Lil Baby,0.6555,0.7836,0.7696,0.0582,0.0406,0.1244,0.0539,0.9390,0.4637
12834,Drip or Drown Remix (feat. Lil Yachty),Gunna,0.4823,0.6072,0.7759,0.0537,0.3303,0.0000,0.0244,0.3476,0.5506
12835,Food Stamps,Pardison Fontaine,0.6008,0.7966,0.7277,0.0338,0.1245,0.4955,0.1078,0.8811,0.6451
12836,The Time Is Now,Atreyu,0.4407,0.7575,0.8548,0.0282,0.0000,0.7864,0.2021,0.3384,0.3529
12841,War,Palisades,0.8227,0.7836,0.8046,0.1392,0.0020,0.0046,0.3724,0.6016,0.4718
12842,Feel Invincible,Skillet,0.8207,0.8357,0.7084,0.0900,0.3665,0.0020,0.0425,0.9634,0.5186
12845,Psycho,Muse,0.6484,0.8647,0.7191,0.0305,0.2882,0.0000,0.0615,0.5864,0.3779
12848,Rapture,Underoath,0.8673,0.4489,0.6009,0.0622,0.1044,0.0000,0.1150,0.9157,0.4324
12849,Bullet,Hyro The Hero,0.6353,0.5761,0.7023,0.0306,0.0811,0.0000,0.2226,0.6616,0.3979
12850,Papercut,Linkin Park,0.8004,0.3406,0.7125,0.0320,0.5321,0.8726,0.0854,0.5894,0.4404
12852,I Won't Give In,Asking Alexandria,0.7437,0.4990,0.7538,0.1615,0.8916,0.0000,0.3867,0.7622,0.4586
12854,You're Going Down,Sick Puppies,0.5461,0.4829,0.7356,0.0609,0.8032,0.0342,0.3108,0.8780,0.6912
12856,In Between,Beartooth,0.7082,0.8928,0.8330,0.0778,0.7279,0.0000,0.4534,0.9837,0.4977
12857,True Friends,Bring Me The Horizon,0.4073,0.5030,0.7290,0.0390,0.1556,0.0000,0.0736,0.8963,0.5271
12858,Ten Tonne Skeleton,Royal Blood,0.7173,0.5551,0.7551,0.1254,0.6355,0.0000,0.0690,0.8669,0.3261
12859,I Am Machine,Three Days Grace,0.6211,0.2785,0.6339,0.0459,0.7600,0.0000,0.0785,0.9705,0.6820
12861,Notorious,Adelitas Way,0.5684,0.6693,0.8577,0.0360,0.8173,0.0001,0.0924,0.8191,0.3844
12862,Is There Anybody out There?,Machine Head,0.6758,0.4669,0.7379,0.0530,0.8544,0.0000,0.2678,0.9197,0.5640
12863,I Don’t Want To Be Here Anymore,Rise Against,0.6798,0.2825,0.6035,0.0337,0.7912,0.5145,0.1016,0.8974,0.4856
12864,Inside The Fire,Disturbed,0.5836,0.5040,0.7015,0.0505,0.6225,0.0000,0.2924,0.8587,0.3315
12866,Gone,coldrain,0.7173,0.2975,0.7048,0.2062,0.8343,0.0001,0.1088,0.7896,0.4501
12867,Seal The Deal,Volbeat,0.6575,0.3507,0.5923,0.0492,0.9347,0.0000,0.1550,0.9096,0.3216
12868,The Beautiful People,Marilyn Manson,0.5583,0.4398,0.7413,0.0549,0.5612,0.0000,0.1068,0.8811,0.3453
12869,The Bliss,Volbeat,0.5735,0.8487,0.8492,0.0976,0.2982,0.0000,0.0587,0.8984,0.6707
12870,Footsteps,Pop Evil,0.6008,0.4378,0.6274,0.0298,0.8865,0.0168,0.3139,0.7703,0.5374
12871,State Of My Head,Shinedown,0.8126,0.3326,0.7534,0.0770,0.8785,0.0000,0.0832,0.9065,0.5639
12873,Back From the Dead,Skillet,0.8703,0.2434,0.6287,0.0597,0.7681,0.0000,0.1180,0.8892,0.5033
12874,Take It All,Pop Evil,0.5491,0.4669,0.7760,0.0508,0.9518,0.0006,0.1837,0.2978,0.2724
12877,Hated,Beartooth,0.5339,0.4659,0.7841,0.0311,0.8444,0.0000,0.1703,0.5467,0.3233
12878,Avalanche,Bring Me The Horizon,0.6859,0.4438,0.5245,0.1445,0.8916,0.0082,0.1396,0.5386,0.4532
12879,Awake,Godsmack,0.4448,0.8597,0.8406,0.0445,0.8022,0.7884,0.2739,0.8557,0.5433
12881,Never Again,Breaking Benjamin,0.4813,0.8908,0.7879,0.1084,0.6245,0.0000,0.2206,0.4431,0.5097
12883,Headup,Deftones,0.6727,0.5902,0.8085,0.0929,0.8604,0.0000,0.6739,0.8943,0.3051
12884,Boom - 2006 Remastered Version,P.O.D.,0.7031,0.4859,0.7456,0.0342,0.8614,0.0284,0.1047,0.6941,0.7055
12885,Open Your Eyes,Disturbed,0.5481,0.3767,0.7141,0.0620,0.8293,0.0000,0.0545,0.6057,0.4868
12886,Letting You Go,Bullet For My Valentine,0.6727,0.4408,0.7507,0.0701,0.9106,0.0000,0.1314,0.8689,0.6073
12887,Home,Sevendust,0.7224,0.5160,0.8265,0.0374,0.4187,0.0000,0.1109,0.8943,0.3904
12888,Prophets Of Rage,Prophets Of Rage,0.8369,0.7535,0.7569,0.0608,0.3946,0.0000,0.2021,0.4878,0.4353
12889,Wait And Bleed,Slipknot,0.6697,0.9739,0.8865,0.0393,0.1104,0.0000,0.6216,0.7622,0.4458
12890,Mayhem,Halestorm,0.8541,0.8437,0.8722,0.1243,0.4277,0.0001,0.1027,0.9787,0.4541
12891,Cochise,Audioslave,0.7649,0.8276,0.7921,0.1211,0.0674,0.0000,0.3262,0.8100,0.5865
12892,Rise,Sixx:A.M.,0.6130,0.8286,0.8085,0.0413,0.0321,0.0025,0.1129,0.3709,0.3714
