Spotify Rank,song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3098,History,88rising,0.8014,0.3386,0.5938,0.0352,0.2279,0.0213,0.1693,0.6677,0.4128
3099,Waiting for You,Verzache,0.7741,0.4569,0.6794,0.0289,0.5181,0.0000,0.1950,0.7764,0.3962
3100,BLEACH,BROCKHAMPTON,0.6657,0.7324,0.8130,0.0427,0.1446,0.0011,0.2360,0.8577,0.5199
3101,RACECAR,Aries,0.4509,0.5912,0.7376,0.0336,0.3203,0.7683,0.0986,0.0787,0.5689
3102,Sunflower,Rex Orange County,0.9017,0.2474,0.7266,0.0549,0.8695,0.0015,0.1129,0.2490,0.5246
3103,Ladders,Mac Miller,0.6292,0.4579,0.7411,0.0492,0.3685,0.5446,0.0955,0.6128,0.5946
3104,Maple,Felly,0.4509,0.5631,0.7401,0.0335,0.1054,0.0003,0.1724,0.2073,0.3920
3105,Faygo Dreams,6 Dogs,0.6575,0.5350,0.6629,0.2380,0.3865,0.0004,0.1119,0.8567,0.3486
3106,Girl Blunt,Leikeli47,0.7183,0.5310,0.7593,0.0369,0.6918,0.0016,0.6534,0.2825,0.4953
3108,CR-V,Cuco,0.7852,0.5140,0.7508,0.0353,0.0996,0.5105,0.1078,0.4217,0.4002
3109,Idea,The O'My's,0.7123,0.5110,0.6376,0.0498,0.0307,0.4794,0.1211,0.4675,0.4127
3110,Napkins,Riz La Vie,0.7487,0.4529,0.7535,0.0477,0.2510,0.0148,0.2852,0.6463,0.5774
3111,Understood,Mick Jenkins,0.3435,0.1963,0.6153,0.0385,0.8554,0.0150,0.1027,0.0391,0.3769
3112,SUNDOWN,Jack Harlow,0.4539,0.5902,0.7400,0.0315,0.0007,0.3912,0.3344,0.4837,0.5880
3113,J'OUVERT,BROCKHAMPTON,0.4184,0.2985,0.6814,0.0473,0.1255,0.0000,0.1806,0.5579,0.3403
3114,CAROUSEL,Aries,0.6727,0.3226,0.6981,0.1233,0.8594,0.1675,0.0854,0.3516,0.4521
3115,Ace,Noname,0.8247,0.2535,0.6608,0.0430,0.9327,0.0000,0.0825,0.4258,0.5367
3116,See Me,Rich Brian,0.7335,0.5601,0.7323,0.0305,0.0192,0.0006,0.1857,0.0658,0.4746
3117,SLOW DANCING IN THE DARK,Joji,0.5218,0.4489,0.6022,0.0358,0.2279,0.0358,0.1642,0.8049,0.6189
3118,Alien Boy,Oliver Tree,0.5532,0.6693,0.6929,0.1095,0.4970,0.7372,0.2452,0.3425,0.3101
3119,Tadow,Masego,0.5775,0.7505,0.7825,0.0407,0.0178,0.0025,0.1909,0.5874,0.5780
3120,MOOO!,Doja Cat,0.4276,0.5400,0.7266,0.0345,0.7671,0.2257,0.0955,0.1616,0.3587
3121,What Am I To Do,Mick Jenkins,0.8338,0.1913,0.6579,0.3783,0.0801,0.8175,0.0628,0.9035,0.4168
3122,B Cool (feat. Melanie Faye),Magroove,0.6687,0.3126,0.6315,0.0279,0.4890,0.0035,0.0965,0.2297,0.5941
3123,1999 WILDFIRE,BROCKHAMPTON,0.6109,0.6172,0.7900,0.0753,0.1777,0.4694,0.1816,0.2327,0.5615
3124,I Wish I Missed My Ex,Mahalia,0.7568,0.5380,0.7212,0.0351,0.8805,0.7683,0.0788,0.3049,0.5652
3125,Stuck (with Arin Ray),EARTHGANG,0.8379,0.6763,0.8018,0.0511,0.0292,0.0001,0.0647,0.5620,0.4128
3126,See You Again,"Tyler, The Creator",0.6221,0.4779,0.7797,0.0307,0.1345,0.0000,0.2493,0.3902,0.5282
3127,Loving Is Easy,Rex Orange County,0.6535,0.4849,0.7848,0.0317,0.2701,0.0031,0.1252,0.3272,0.4496
3129,Blaxploitation,Noname,0.6109,0.7836,0.8610,0.0659,0.4508,0.0000,0.1109,0.7876,0.7100
3130,Lucid Dreams,Juice WRLD,0.6809,0.7395,0.8183,0.0739,0.5532,0.0461,0.1755,0.6961,0.4127
3131,All Your Love,Jakob Ogawa,0.7872,0.3517,0.6942,0.1056,0.0606,0.0017,0.0704,0.0674,0.3714
3132,Midsummer Madness,88rising,0.6545,0.4529,0.7447,0.0322,0.9408,0.1093,0.8944,0.1352,0.4106
3133,Think About U (feat. Joji),Ryan Hemsworth,0.8592,0.6864,0.7682,0.0385,0.6777,0.0971,0.0924,0.9827,0.4748
3134,Best Hugs,DRAM,0.4934,0.2023,0.5968,0.0420,0.8434,0.0181,0.1632,0.5132,0.5277
3135,Only in the West,Yeek,0.4032,0.6463,0.7016,0.0438,0.0456,0.2066,0.0924,0.3587,0.7422
3136,Yeah Right,Joji,0.8136,0.4899,0.7473,0.0302,0.8926,0.0077,0.1150,0.6687,0.4580
3137,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],Denzel Curry,0.8116,0.4098,0.6544,0.0342,0.1878,0.0259,0.0907,0.7307,0.5164
3138,Apple Juice,Jessie Reyez,0.4580,0.3607,0.7541,0.0344,0.7851,0.0014,0.1888,0.2175,0.4359
3141,Reboot (feat. Chance the Rapper & Joey Purp),KAMI,0.7183,0.4960,0.6998,0.0443,0.5833,0.1956,0.1437,0.4766,0.3239
3142,not a fan,ROLE MODEL,0.5491,0.4679,0.7675,0.0282,0.5813,0.1043,0.1037,0.2561,0.5399
3143,OKRA,"Tyler, The Creator",0.7001,0.3056,0.5729,0.0578,0.6345,0.4804,0.0996,0.6301,0.5362
3144,Ikuyo (feat. 2 Chainz & Sophia Black),KYLE,0.7548,0.6503,0.8122,0.2412,0.1496,0.0000,0.0986,0.5295,0.6603
3145,Drew Barrymore,Bryce Vine,0.5653,0.7986,0.8479,0.2529,0.0730,0.0000,0.3631,0.4289,0.3866
3146,GEEKIN,Ski Mask The Slump God,0.8430,0.6252,0.8121,0.2986,0.0652,0.0000,0.0965,0.5833,0.5366
3147,Movement,Oliver Tree,0.8956,0.3456,0.7568,0.3730,0.0152,0.0000,0.0781,0.3821,0.3096
3148,GOLD,BROCKHAMPTON,0.9443,0.7024,0.8750,0.0960,0.0031,0.0000,0.2626,0.5386,0.5901
3149,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,0.9260,0.5070,0.6935,0.1743,0.0858,0.0255,0.0706,0.2022,0.5115
3150,Erase,Omar Apollo,0.6960,0.8296,0.8565,0.2763,0.0124,0.0000,0.0986,0.1565,0.5524
3151,Better,Khalid,0.6748,0.8427,0.8691,0.5877,0.4598,0.0000,0.1303,0.5884,0.3948
3152,Everything (feat. John Legend),Ella Mai,0.4286,0.5360,0.8666,0.1700,0.0151,0.0000,0.0862,0.0910,0.2943
3153,CPR,Summer Walker,0.5390,0.7264,0.7858,0.3826,0.0252,0.0000,0.7241,0.3628,0.6273
3154,Who Hurt You?,Daniel Caesar,0.8622,0.6342,0.7793,0.1828,0.2902,0.0000,0.0806,0.4492,0.4830
3155,Feels Like Summer,Childish Gambino,0.7194,0.5471,0.7571,0.0734,0.0221,0.0001,0.1119,0.1443,0.6273
3156,Serious,Russ,0.8561,0.7284,0.8652,0.2848,0.2279,0.0000,0.0670,0.4583,0.4952
3157,Gonna Love Me,Teyana Taylor,0.4873,0.7164,0.8121,0.6610,0.0123,0.0000,0.1334,0.4106,0.3253
3158,East Atlanta Love Letter (feat. Future),6LACK,0.8774,0.6052,0.7879,0.3932,0.1526,0.0000,0.3703,0.7348,0.3557
3159,Could've Been (feat. Bryson Tiller),H.E.R.,0.8926,0.6633,0.8104,0.2476,0.0220,0.0000,0.0839,0.7541,0.6233
3160,Never Call Me (feat. YG) - Remix,Jhene Aiko,0.8014,0.5811,0.7792,0.3039,0.0113,0.0000,0.3478,0.4451,0.6726
3161,The Light,MihTy,0.6900,0.6944,0.7594,0.2742,0.0253,0.0000,0.5436,0.6697,0.6444
3162,Tints (feat. Kendrick Lamar),Anderson .Paak,0.4113,0.6613,0.8333,0.3305,0.1737,0.0000,0.0924,0.3404,0.7437
3163,Trip,Ella Mai,0.7801,0.5671,0.8195,0.1860,0.1054,0.0000,0.1170,0.2642,0.3362
3164,ATA,Usher,0.9412,0.7234,0.8172,0.1158,0.0675,0.0000,0.3437,0.4654,0.5159
3165,OTW,Khalid,0.9301,0.7345,0.8905,0.2859,0.0295,0.0000,0.1847,0.6179,0.4005
3166,How Dat Sound (feat. 2 Chainz & Yo Gotti),Trey Songz,0.5653,0.7435,0.8179,0.3656,0.4880,0.0000,0.0975,0.3130,0.3325
3167,In My Feelings,Drake,0.6251,0.8828,0.8938,0.1073,0.1687,0.0000,0.1119,0.2713,0.6022
3168,Canceled,Bryson Tiller,0.4742,0.6793,0.8231,0.3794,0.4759,0.0000,0.3006,0.4654,0.3384
3169,Karma,Queen Naija,0.6960,0.8296,0.8542,0.3294,0.4106,0.0000,0.1909,0.3069,0.3469
3170,Girls Need Love,Summer Walker,0.8227,0.4018,0.7973,0.0741,0.0416,0.0000,0.0912,0.2652,0.3510
3171,You Decide,Usher,0.6251,0.4919,0.7727,0.4761,0.0623,0.0000,0.4852,0.2114,0.5858
3172,Boo'd Up,Ella Mai,0.7730,0.5982,0.7906,0.0573,0.0717,0.0000,0.1037,0.1850,0.5818
3173,Wanna Be,The Internet,0.6809,0.5741,0.8452,0.1055,0.0304,0.0000,0.1734,0.1077,0.4251
3174,SUMMER,The Carters,0.7042,0.7775,0.9000,0.0868,0.0664,0.0000,0.8851,0.3659,0.5572
3175,GTFO,Mariah Carey,0.5653,0.6934,0.7808,0.2062,0.4779,0.0000,0.1252,0.6921,0.4830
3176,Switch,6LACK,0.6606,0.7956,0.8321,0.1849,0.1566,0.0000,0.1150,0.8008,0.5572
3177,Lady Lady,Masego,0.6839,0.5621,0.7705,0.0374,0.2339,0.0000,0.0725,0.3140,0.5369
3178,All I Know,DaniLeigh,0.6545,0.7565,0.7373,0.5175,0.3946,0.0000,0.1960,0.6057,0.8001
3179,Gut Feeling (feat. H.E.R.),Ella Mai,0.7457,0.5972,0.8120,0.1573,0.0667,0.0000,0.0870,0.4096,0.5656
3180,Call Out My Name,The Weeknd,0.6494,0.8337,0.8468,0.1148,0.0047,0.0000,0.3498,0.1372,0.5365
3181,Easy,Next Town Down,0.6515,0.7234,0.7934,0.0996,0.2179,0.0000,0.1057,0.0931,0.5407
3182,Love Lies (with Normani),Khalid,0.6464,0.5230,0.7956,0.3794,0.0046,0.0000,0.0752,0.4289,0.5774
3183,Happy Without Me,Chloe x Halle,0.6667,0.9018,0.8299,0.2115,0.0314,0.0000,0.2965,0.4553,0.3386
3184,I Like That,Janelle Monáe,0.6768,0.7044,0.8249,0.1764,0.1948,0.0000,0.3796,0.5579,0.6521
3185,After Dark,Drake,0.5998,0.7014,0.8612,0.0912,0.0453,0.0000,0.3242,0.2866,0.5344
3186,Pony - Recorded at Spotify Studios NYC,Leon Bridges,0.8419,0.4699,0.7754,0.4516,0.0372,0.0000,0.1365,0.3445,0.3115
3187,Medicine,Queen Naija,0.8470,0.7765,0.9408,0.2540,0.2751,0.0000,0.1047,0.3760,0.5366
3189,Only Love,Mary J. Blige,0.8612,0.4048,0.7746,0.2391,0.1195,0.0001,0.0613,0.3496,0.5777
3190,R.A.N.,Miguel,0.8916,0.4950,0.8746,0.0724,0.0149,0.0000,0.1129,0.4776,0.5120
3191,Property (feat. Keke Palmer),TK Kravitz,0.6434,0.4719,0.8648,0.5430,0.0090,0.0000,0.1088,0.3791,0.7181
3192,Sativa - Recorded at Spotify Studios NYC,Jhene Aiko,0.8419,0.7825,0.8052,0.1594,0.2108,0.0000,0.1047,0.2022,0.5855
3193,Sky Walker - Recorded at Spotify Studios NYC,Miguel,0.6839,0.7585,0.8470,0.0391,0.4327,0.0018,0.3754,0.1545,0.3713
3194,Try Me,The Weeknd,0.8490,0.7715,0.8668,0.2593,0.0117,0.0000,0.0763,0.4116,0.7261
3195,Love Me Right,Amber Mark,0.7285,0.4970,0.7709,0.7237,0.1155,0.0000,0.0809,0.3506,0.3370
3196,Fever To The Form,Nick Mulvey,0.5512,0.9208,0.9242,0.2944,0.2450,0.0000,0.1837,0.5274,0.4346
3197,Heaven's Gate,Dawn Landes,0.9007,0.3927,0.6926,0.2837,0.3323,0.0000,0.2790,0.3089,0.5285
3198,Leaf off / The Cave,José González,0.8075,0.8447,0.8249,0.2922,0.0654,0.0000,0.0780,0.5285,0.7021
3199,Pale November Dew,The Dead Tongues,0.5441,0.6242,0.7428,0.3454,0.0002,0.0000,0.1078,0.4157,0.4222
3200,Who Else Could I Be,Peter Bradley Adams,0.6879,0.9088,0.8762,0.2147,0.2349,0.0000,0.0730,0.6982,0.3546
3201,Reunite,Isbells,0.8632,0.5531,0.7802,0.1987,0.0565,0.0000,0.3293,0.6667,0.5863
3202,Old Friend,Darlingside,0.6869,0.6483,0.8147,0.4729,0.1476,0.0000,0.1755,0.6453,0.3893
3203,On Your Horizon,Beta Radio,0.8652,0.7094,0.8315,0.1116,0.0404,0.0000,0.0812,0.4096,0.5362
3204,Autumn Town Leaves,Iron & Wine,0.6697,0.7154,0.8207,0.1265,0.3173,0.0000,0.1714,0.4177,0.6109
3205,Turntable,Dead Horses,0.7660,0.7665,0.8172,0.0935,0.1004,0.0000,0.3098,0.2927,0.4374
3206,Broken Tongue,Joshua James,0.6920,0.8547,0.8637,0.2083,0.0952,0.0000,0.2626,0.1331,0.3797
3207,Louise,Mipso,0.9017,0.6332,0.8250,0.1785,0.0233,0.0003,0.0907,0.4319,0.5775
3208,Thirteen Sad Farewells,Stu Larsen,0.9372,0.4428,0.7571,0.2806,0.0173,0.0000,0.2719,0.3557,0.5616
3209,Only Lonely,The Ballroom Thieves,0.9129,0.5290,0.8506,0.2030,0.0521,0.0000,0.1724,0.1484,0.5695
3210,Vagabond,Caamp,0.4630,0.8998,0.8965,0.1403,0.0019,0.0000,0.8410,0.3028,0.6077
3211,Amsterdam - Recorded at Spotify Studios NYC,Mandolin Orange,0.7923,0.4358,0.7864,0.1647,0.3323,0.0000,0.3396,0.2470,0.3425
3212,The Bride & The Bachelor,Magnolian,0.9331,0.4669,0.7515,0.1265,0.0150,0.0002,0.3314,0.2917,0.5612
3213,Back to Autumn,Tall Heights,0.7173,0.8437,0.8948,0.3337,0.3986,0.0000,0.8082,0.6352,0.6113
3214,Nocturne,Blanco White,0.6484,0.8507,0.8193,0.1838,0.0623,0.0000,0.2996,0.6006,0.3177
3215,Tiger Striped Sky,Roo Panes,0.9463,0.4068,0.7610,0.3666,0.0037,0.0000,0.1016,0.0806,0.5779
3216,Little Lover,The Barr Brothers,0.7487,0.7986,0.7890,0.5590,0.6235,0.0000,0.0726,0.6951,0.3402
3217,Wide World,Blessed Feathers,0.6677,0.8397,0.8590,0.1722,0.1677,0.0000,0.3878,0.6341,0.4949
3218,The Wolves,Ben Howard,0.9625,0.5330,0.7867,0.1573,0.2480,0.0000,0.1057,0.6860,0.4947
3219,Save This Heart,Molly Tuttle,0.8977,0.5160,0.7531,0.2795,0.0262,0.0000,0.3734,0.5925,0.6110
3220,Howling Light,J. Tillman,0.6049,0.8577,0.8180,0.2976,0.0364,0.0000,0.4062,0.5010,0.7757
3221,My Dreams Have All Come True,John Paul White,0.4306,0.7595,0.8408,0.1360,0.2560,0.0000,0.0934,0.6331,0.5826
3222,Thousand (feat. Lisa Hannigan),Rosie Carney,0.7214,0.9248,0.8525,0.0711,0.0214,0.0004,0.3057,0.8526,0.4296
3223,Sunlit Juice,Henry Jamison,0.6586,0.3156,0.5086,0.9989,0.9257,0.0000,0.7467,0.3110,0.4837
3224,Soundwaves of Gold,The Daydream Club,0.4215,0.4328,0.7130,0.1105,0.6245,0.0001,0.3488,0.4705,0.3450
3225,Wolves Don't Live by the Rules (feat Joe Grass),Elisapie,0.8409,0.4408,0.6635,0.1817,0.1767,0.0010,0.0383,0.9614,0.4797
3226,All the Trees of the Field Will Clap Their Hands,Sufjan Stevens,0.6950,0.5290,0.7454,0.9501,0.8504,0.0000,0.9456,0.3313,0.4714
3227,Good Lover,Donovan Woods,0.8338,0.4108,0.7857,0.0592,0.4106,0.0014,0.6544,0.4035,0.3755
3228,Bronze - Acoustic,The Woodlands,0.4843,0.1993,0.5622,0.0393,0.9568,0.0005,0.0955,0.1423,0.5384
3229,Black Leaf,John Paul White,0.2766,0.8467,0.5727,0.1052,0.3564,0.0000,0.9528,0.0331,0.4195
3230,Émigré,Alela Diane,0.5937,0.1162,0.2393,0.8831,0.9890,0.0000,0.3888,0.2785,0.5525
3231,Funtimes in Babylon,Father John Misty,0.3222,0.3336,0.7311,0.0518,0.8574,0.0000,0.1816,0.5498,0.3240
3232,I Could've Been Your Lover Too,Rachel Baiman,0.7356,0.3296,0.7145,0.2242,0.6104,0.1274,0.7313,0.3841,0.3910
3233,Frankie,The Brother Brothers,0.6636,0.6473,0.7262,0.0960,0.1908,0.0088,0.0311,0.9461,0.3305
3234,Nearing Home,Lillie Mae,0.5279,0.7415,0.6534,0.6812,0.9900,0.0018,0.8431,0.4441,0.3839
3235,Me and My Girl,Tom Young,0.5177,0.5050,0.6938,0.0447,0.5171,0.0001,0.1057,0.6321,0.4923
3236,Sinking Ship,Wild Child,0.7903,0.7846,0.8215,0.2125,0.0821,0.0000,0.6277,0.6768,0.4542
3237,Game To Lose,I'm With Her,0.7295,0.6703,0.7074,0.1403,0.3062,0.0000,0.0840,0.5752,0.5008
3238,Holocene,Bon Iver,0.6616,0.1452,0.3980,0.4729,0.9990,0.9599,0.1006,0.3364,0.3659
3239,Heart Of My Own,Basia Bulat,0.7153,0.7495,0.8179,0.0437,0.0036,0.0000,0.1139,0.9268,0.3822
3240,Dreamwood,Hiss Golden Messenger,0.6971,0.1262,0.4944,0.9469,0.9398,0.0000,0.0855,0.3831,0.3652
3241,Who Are We,Plàsi,0.7609,0.4799,0.8174,0.2338,0.5020,0.0000,0.2944,0.6423,0.3591
3242,Savant,ViVii,0.4802,0.4178,0.7357,0.1084,0.7289,0.0003,0.3026,0.5742,0.2774
3243,False Confidence,Noah Kahan,0.7102,0.3216,0.7035,0.1413,0.5753,0.0000,0.1796,0.6860,0.6019
3244,thinking 2 much,Jeremy Zucker,0.6596,0.0800,0.4205,0.8587,0.7661,0.0000,0.1498,0.4268,0.3830
3245,Two Punks In Love,bülow,0.2148,0.4198,0.7149,0.0366,0.7631,0.0000,0.3037,0.5010,0.6997
3248,Tear Me Down,Paul Rey,0.7872,0.3757,0.6899,0.8438,0.8293,0.0000,0.0612,0.3547,0.4648
3249,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,Ray LaMontagne,0.4610,0.4549,0.6658,0.0385,0.4759,0.0003,0.1242,0.1646,0.5343
3250,The Beach,The Neighbourhood,0.8116,0.4338,0.7334,0.3996,0.5402,0.0000,0.0636,0.6717,0.5458
3251,C'est La Vie No.2,Phosphorescent,0.7275,0.5611,0.6659,0.0926,0.0294,0.0000,0.4401,0.6545,0.3967
3252,Only You,Matthew Perryman Jones,0.6596,0.4428,0.7954,0.3443,0.2470,0.0000,0.2329,0.4370,0.3695
3253,The Few Things,JP Saxe,0.8480,0.8858,0.8637,0.1934,0.1034,0.0000,0.0571,0.7053,0.3933
3254,Lost Without You,Freya Ridings,0.5968,0.6042,0.5007,1.0000,0.8725,0.0000,0.6903,0.2002,0.4621
3255,Brooklyn Nights,Johnny Gates,0.6190,0.6864,0.8099,0.3592,0.4468,0.0000,0.6646,0.5427,0.4195
3256,The Night We Met,Lord Huron,0.5907,0.5030,0.6508,0.0745,0.1245,0.0000,0.1857,0.4614,0.4080
3257,This Town,Skogebrandt,0.6413,0.6002,0.7354,0.0360,0.7169,0.1615,0.0688,0.6982,0.3883
3258,Part of Me,Good Old War,0.6342,0.4469,0.7587,0.0589,0.5512,0.0000,0.3498,0.7053,0.3875
3259,Low,TRACE,0.6363,0.4088,0.6052,0.0325,0.5000,0.0060,0.2862,0.7673,0.3838
3260,Stone,Jaymes Young,0.5086,0.3046,0.5639,0.0360,0.4859,0.0000,0.1088,0.2520,0.5416
3261,My Beloved,The Banner Days,0.4195,0.4018,0.7399,0.0454,0.7028,0.0000,0.3631,0.1738,0.4348
3262,Notion,Tash Sultana,0.4944,0.7685,0.7573,0.0446,0.1476,0.4303,0.0715,0.4543,0.3863
3263,Be Your Man,Rhys Lewis,0.6738,0.5020,0.6870,0.0274,0.5884,0.0000,0.1837,0.8232,0.3644
3264,Great American Novel,Max Jury,0.7538,0.8286,0.7997,0.0522,0.6486,0.0001,0.0450,0.9756,0.3829
3265,Picture Perfect,Hildur,0.6565,0.9519,0.9219,0.2476,0.5291,0.0000,0.0613,0.9817,0.6824
3266,Lung,Vancouver Sleep Clinic,0.8389,0.8908,0.8097,0.2380,0.2932,0.0000,0.1898,0.8557,0.7179
3269,Slacks,St. South,0.7558,0.9158,0.7965,0.0717,0.5070,0.0000,0.1539,0.8252,0.6396
3271,Safe Dream,Tep No,0.6859,0.8848,0.7445,0.0766,0.0497,0.0000,0.4360,0.9451,0.6187
3272,Natalie,Milk & Bone,0.6292,0.7715,0.8089,0.0403,0.6767,0.0000,0.1057,0.9004,0.3848
3273,Speak Easy,Mansionair,0.6079,0.8727,0.8575,0.1498,0.5070,0.0015,0.1611,0.8364,0.6096
3274,Waiting (PAL Remix),Alice Boman,0.6717,0.3166,0.6486,0.0685,0.5753,0.0322,0.1088,0.8709,0.5531
3275,Hollow Body Weather,Field Division,0.5846,0.7304,0.6485,0.0607,0.1064,0.0008,0.0504,0.8526,0.7088
3276,Baby,Anna Of The North,0.7366,0.7074,0.7764,0.0468,0.1135,0.0021,0.1027,0.9319,0.4119
3277,On Trees And Birds And Fire,I Am Oak,0.6474,0.8808,0.8379,0.2380,0.0651,0.0011,0.0266,0.5610,0.3493
3279,You're Not Alone,Kristofer Greczula,0.7092,0.9098,0.8928,0.0848,0.3624,0.0000,0.0525,0.9817,0.5823
3280,Week In Tennessee,Silver Lining,0.7335,0.8006,0.8201,0.0391,0.0584,0.0007,0.1919,0.7673,0.5241
3281,Broken,Isak Danielson,0.6535,0.6653,0.8240,0.0408,0.5833,0.0000,0.0289,0.3750,0.3884
3283,Spent So Long,Jamie Harrison,0.7953,0.8457,0.8230,0.0634,0.1104,0.0001,0.0325,0.8913,0.6178
3285,Resolution,Matt Corby,0.5643,0.6503,0.7402,0.0451,0.6757,0.1224,0.2821,0.9807,0.4379
3286,Be Alright,Dean Lewis,0.5795,0.9379,0.7962,0.1934,0.0892,0.0546,0.1375,0.8699,0.7076
3287,Do You Remember,Jarryd James,0.9017,0.5952,0.8106,0.0388,0.5462,0.0001,0.1201,0.9644,0.5490
3288,"Strangers, Poets & Thieves",Jake Coco,0.7609,0.7886,0.8118,0.0463,0.2681,0.0000,0.1826,0.9543,0.5501
3289,Like I'm Gonna Lose You,Jasmine Thompson,0.5704,0.8908,0.7786,0.0573,0.7129,0.0004,0.2842,0.9096,0.3567
3290,Crowded Places,Banks,0.4630,0.8286,0.8961,0.3358,0.1386,0.0000,0.1375,0.7957,0.7236
3291,My Forest Fire,Maldito,0.9240,0.4659,0.7369,0.0820,0.0609,0.0000,0.2575,0.9390,0.5774
3292,Little Lover,Foreign Fields,0.8582,0.8146,0.8509,0.0571,0.4006,0.0000,0.0566,0.9096,0.5954
3293,Signal,SOHN,0.7102,0.8477,0.7651,0.0443,0.0861,0.0000,0.0725,0.8303,0.5669
3294,Wolf,Skott,0.5887,0.7415,0.7319,0.2168,0.4096,0.0128,0.2144,0.9177,0.6852
3295,Falling Short,Låpsley,0.5846,0.7605,0.7824,0.0971,0.1657,0.0000,0.1478,0.8404,0.6048
3296,Weathered,Jack Garratt,0.9058,0.7665,0.8507,0.0537,0.1185,0.0000,0.2678,0.9512,0.5365
3297,Nightmare (Remastered),flora cash,0.8956,0.7074,0.8895,0.0407,0.6466,0.0000,0.0730,0.9614,0.5571
3298,I Don't Want To Change You,Damien Rice,0.8379,0.8657,0.8687,0.0302,0.5954,0.0003,0.1293,0.8994,0.5531
3299,Cut Me - Acoustic Version,Hamilton,0.8298,0.6413,0.8348,0.0362,0.6526,0.0001,0.1293,0.8171,0.5362
3300,The Night We Met (feat. Phoebe Bridgers),Lord Huron,0.7852,0.8687,0.8203,0.0425,0.3243,0.0054,0.0986,0.9909,0.5860
3301,Rivers and Roads,The Head and the Heart,0.7984,0.9108,0.8955,0.0291,0.5522,0.0000,0.2452,0.9085,0.5368
3303,El Buho,Blanco White,0.5157,0.7685,0.9032,0.1700,0.3916,0.0000,0.1119,0.8933,0.6170
3304,You Are Healing,flora cash,0.4529,0.9329,0.8442,0.1328,0.5161,0.0000,0.0438,0.8598,0.6870
3305,Rivers,The Tallest Man On Earth,0.5978,0.6593,0.7211,0.0741,0.1044,0.0000,0.3539,0.9807,0.3310
3306,Smother,Daughter,0.7730,0.6563,0.7907,0.0443,0.5512,0.0000,0.1170,0.9411,0.4886
3307,Everything I Am Is Yours,Villagers,0.6261,0.5881,0.6727,0.0781,0.0129,0.0267,0.3488,0.7805,0.3586
3308,I'll Never Love,Michael Kiwanuka,0.7558,0.7024,0.7600,0.0814,0.4950,0.0399,0.0877,0.9035,0.5341
3309,Shimmer,GRANT,0.6089,0.6362,0.7762,0.0342,0.3785,0.0000,0.1406,0.8780,0.5389
3310,Dust,Hana Oceans,0.6859,0.5461,0.7203,0.0341,0.6687,0.0000,0.1047,0.9715,0.5065
3311,Say It Again,Frances,0.7133,0.5741,0.6008,0.0649,0.3404,0.0000,0.0611,0.7754,0.3465
3312,Wishes,RHODES,0.6910,0.6052,0.6938,0.0428,0.1857,0.0033,0.0369,0.9289,0.5198
3313,Born To Be Yours - Acoustic Version,Sweetfire,0.7072,0.6613,0.7210,0.0442,0.6386,0.0000,0.2226,0.8374,0.5439
3314,"The Climb, the Fall",Luke Thompson,0.5917,0.5250,0.6653,0.0729,0.8805,0.0000,0.0880,0.6677,0.4217
3315,I Believe in Us,LÉON,0.6515,0.4198,0.6403,0.0321,0.2560,0.0000,0.1355,0.8953,0.5105
3316,Closer,JP Cooper,0.7487,0.9719,0.8011,0.0367,0.0094,0.7854,0.2842,0.7795,0.4668
3317,Good to Me,Audrey Assad,0.8004,0.4098,0.6326,0.0365,0.2641,0.0031,0.1673,0.8283,0.4636
3318,In My Dreams,Ruth B.,0.7943,0.7134,0.7906,0.0360,0.4488,0.1404,0.0815,0.9858,0.4764
3320,Patient,Charlie Puth,0.5198,0.8477,0.8883,0.0569,0.4799,0.0273,0.3406,0.8303,0.3424
3321,Oceans - Acoustic Version,Barfalk,0.7994,0.7094,0.7787,0.0501,0.4789,0.0001,0.0333,0.9675,0.4011
3322,Easy Ride,Natali Felicia,0.6748,0.5501,0.7458,0.0650,0.5753,0.0000,0.1139,0.9766,0.3943
3323,All Night - Acoustic Version,Chris Call,0.7123,0.7304,0.8188,0.0342,0.2139,0.0000,0.0262,0.9116,0.4001
3324,The Promise,Tracy Chapman,0.8166,0.7314,0.6199,0.1509,0.1355,0.0000,0.1068,0.9807,0.5223
3325,Something to Hold on To,Emily Warren,0.8136,0.9098,0.8111,0.0520,0.3675,0.0090,0.0740,0.9878,0.5496
3327,Desire,Lisa Bregneager,0.5451,0.9699,0.8213,0.0963,0.4187,0.0015,0.1109,0.9431,0.5722
3328,Light (feat. Little Dragon),ODESZA,0.7102,0.6723,0.7984,0.0340,0.0204,0.0000,0.5200,0.9106,0.4827
3329,Summer Guest,Ásgeir,0.7923,0.3487,0.6307,0.0682,0.2299,0.0000,0.1970,0.7317,0.4759
3330,Always,Gavin James,0.5887,0.9619,0.7598,0.0630,0.2430,0.0004,0.0802,0.8364,0.5529
3331,Yo Mismo La Vi,Luis Vargas,0.7052,0.7595,0.8736,0.0307,0.5703,0.0000,0.1221,0.7073,0.3198
